First Name,Last Name,State,Birthday,Phone,Email,Lead Status,Sales Contact,facebook,facebook_id,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Andy,Harris,MD,1/25/1957,202-225-5311,https://harris.house.gov/contact-me/email-me,http://harris.house.gov/rss.xml,RepAndyHarrisMD,AndyHarrisMD,5.09E+14,RepAndyHarris,UCvUuV7FiJfJi1yux4qozgMg,H001052,2026,N00029147,,1033464,412434,19157,,gIQAN7ZTAP,21139,Andy Harris (politician)
Vicky,Hartzler,MO,10/13/1960,202-225-2876,https://hartzler.house.gov/contact-me/email-me,http://hartzler.house.gov/rss.xml,RepHartzler,Congresswoman.Hartzler,1.84E+14,repvickyhartzler,UCAvttUz6qBVEJiFt7p_MZxw,H001053,2032,N00031005,,95050,412444,8783,Vicky Hartzler,gIQApt5WKP,21149,Vicky Hartzler
Alcee,Hastings,FL,9/5/1936,202-225-1313,https://alceehastings.house.gov/forms/writeyourrep/?zip5=33407&zip4=3224,http://www.alceehastings.house.gov/news/rss.aspx,RepHastingsFL,95696782238,95696782238,RepAlceeHastings,UCaXXiR3YjMuPIlIGRGNnm8A,H000324,511,N00002884,,1858,400170,26798,Alcee L. Hastings,gIQAz5GpAP,29337,Alcee Hastings
Joseph,Heck,NV,10/30/1961,202-225-3252,https://heck.house.gov/contact-me,http://heck.house.gov/rss.xml,RepJoeHeck,RepJoeHeck,1.55E+14,repjoeheck,UC0VvLD0dio-Z8OH_bniqsJA,H001055,2040,N00031244,,62662,412446,44082,Joe Heck,gIQAviVUKP,21151,Joe Heck
Martin,Heinrich,NM,10/17/1971,202-224-5521,http://www.heinrich.senate.gov/contact/write-martin,,MartinHeinrich,MartinHeinrich,1.38E+11,SenMartinHeinrich,UCBxh8IK5sMxY0Ln_0G2NYcg,H001046,1937,N00029835,S359,1030686,412281,74517,Martin Heinrich,gIQAkCzTAP,20930,Martin Heinrich
Jeb,Hensarling,TX,5/29/1957,202-225-3484,https://hensarling.house.gov/contact/email-me,http://hensarling.house.gov/atom.xml,RepHensarling,RepHensarling,7875604788,repjebhensarling,UCjZWXpz6wypzbL8nK0JNEvg,H001036,1749,N00024922,,1003619,400175,49827,Jeb Hensarling,gIQANKaU9O,20352,Jeb Hensarling
Jaime,Herrera Beutler,WA,11/3/1978,202-225-3536,http://herrerabeutler.house.gov/contact/,http://herrerabeutler.house.gov/news/rss.aspx,HerreraBeutler,herrerabeutler,1.78E+14,RepHerreraBeutler,UCJEgiA9clfx0amrQUj0aBTQ,H001056,2071,N00031559,,95198,412486,101907,,gIQAHQfVKP,21187,Jaime Herrera Beutler
Brian,Higgins,NY,10/6/1959,202-225-3306,http://higgins.house.gov/contact/email-brian,http://higgins.house.gov/rss.xml,RepBrianHiggins,RepBrianHiggins,88144056440,CongressmanHiggins,UCSGbv85HaaYYOrPGePtxwag,H001038,1794,N00027060,,1013050,400641,23127,Brian Higgins,gIQAnP7UAP,20519,Brian Higgins
James,Himes,CT,7/5/1966,202-225-5541,https://himes.house.gov/contact-me/email-me,http://himes.house.gov/rss.xml,JAHimes,CongressmanJimHimes,85767418619,congressmanhimes,UCCeB6czh6nhCHxOMCk_V4yA,H001047,1913,N00029070,,1031341,412282,106744,Jim Himes,gIQAtLEM9O,20907,Jim Himes
Rubén,Hinojosa,TX,8/20/1940,202-225-2531,https://hinojosa.house.gov/contact-me/email-me,http://hinojosa.house.gov/rss.xml,USRepRHinojosa,CongressmanRubenHinojosa,4.03E+11,RepRubenHinojosa,UCUsbGRi-OlpTxoucZiQ2xCg,H000636,1490,N00006008,,45743,400179,291,Ruben Hinojosa,gIQAvN7UAP,29763,Rubén Hinojosa
Mazie,Hirono,HI,11/3/1947,202-224-6361,http://www.hirono.senate.gov/contact/email,http://www.hirono.senate.gov/rss/feeds/?type=all,MazieHirono,senatorhirono,,CongresswomanHirono,UCcoKhxad156flzPYJ8JMFOA,H001042,1844,N00028139,S361,91216,412200,1677,Mazie K. Hirono,gIQARL7UAP,20713,Mazie Hirono
John,Hoeven,ND,3/13/1957,202-224-2551,http://www.hoeven.senate.gov/public/index.cfm/email-the-senator,http://www.hoeven.senate.gov/public/index.cfm/rss/feed,SenJohnHoeven,SenatorJohnHoeven,1.94E+14,senatorjohnhoevennd,UC1kQIC2Q_Fq9_NRqdb6eHiw,H001061,2079,N00031688,S344,85233,412494,41788,John Hoeven,gIQA8Pwz6O,41107,John Hoeven
Michael,Honda,CA,6/27/1941,202-225-2631,http://honda.house.gov/contact,http://www.house.gov/index.php?format=feed&amp;type=rss,RepMikeHonda,RepMikeHonda,15675385380,RepMikeHonda,UC_WqGAzksPJbvjkhlK08xcw,H001034,1634,N00012611,,85565,400185,9674,,gIQA8Id2DP,20103,Mike Honda
Steny,Hoyer,MD,6/14/1939,202-225-4131,https://hoyer.house.gov/email-steny,http://hoyer.house.gov/index.php?format=feed&amp;type=rss,WhipHoyer,WhipHoyer,2.83E+11,LeaderHoyer,UCvxgqX65cdhHNjJn64cgY9g,H000874,566,N00001821,,1919,400189,26890,Steny Hoyer,gIQA9KQN9O,14873,Steny Hoyer
Tim,Huelskamp,KS,11/11/1968,202-225-2715,https://huelskamp.house.gov/contact/email-me,http://huelskamp.house.gov/index.php?format=feed&amp;type=rss,CongHuelskamp,congressmanhuelskamp,,congressmanhuelskamp,UCMMv3kTB9MRVHg8BfgKx6KQ,H001057,2020,N00027649,,86444,412429,12571,Tim Huelskamp,gIQABtpVK,21134,Tim Huelskamp
Bill,Huizenga,MI,1/31/1969,202-225-4401,http://huizenga.house.gov/contact/,http://huizenga.house.gov/news/rss.aspx,RepHuizenga,RepHuizenga,1.46E+14,RepHuizenga,UCQPlLLiMnysMmeJ5qUSSjQg,H001058,2028,N00030673,,1033765,412437,38351,Bill Huizenga,gIQAOyHaKP,21142,Bill Huizenga
Randy,Hultgren,IL,3/1/1966,202-225-2976,https://hultgren.house.gov/contact/email-randy,http://hultgren.house.gov/common/rss//index.cfm?rss=49,RepHultgren,RepHultgren,1.86E+14,rephultgren,UCJ6Gvza8hdNmUfoaJEN8dbg,H001059,2015,N00031104,,62575,412422,18199,Randy Hultgren,gIQAHoGVKP,21129,Randy Hultgren
Duncan,Hunter,CA,12/7/1976,202-225-5672,https://hunter.house.gov/contact-me/email-me,http://hunter.house.gov/rss.xml,Rep_Hunter,DuncanHunter,79072979038,CongressmanHunter,UCV9GfB1e4RILcqb_zXYCDSA,H001048,1909,N00029258,,1032398,412283,104308,,gIQAFspUAP,20963,Duncan D. Hunter
Robert,Hurt,VA,6/16/1969,202-225-4711,https://hurt.house.gov/index.cfm/email-me,http://hurt.house.gov/index.cfm/rss/feed,RepRobertHurt,RepRobertHurt,1.20E+14,RepRobertHurt,UCPk3cMrcjfgR9LgQkEuCo7Q,H001060,2069,N00031265,,623558,412484,50895,Robert Hurt,gIQAfrpVKP,21186,Robert Hurt (politician)
John,Isakson,GA,12/28/1944,202-224-3643,http://www.isakson.senate.gov/public/index.cfm/email-me,http://www.isakson.senate.gov/public/?a=RSS.Feed,SenatorIsakson,,,SenatorIsakson,UCO80zDwuLZHtGr-KOfl_XCQ,I000055,1608,N00002593,S305,59135,400194,1721,Johnny Isakson,gIQAkTA2DP,29909,Johnny Isakson
Steve,Israel,NY,5/30/1958,202-225-3335,https://israel.house.gov/contact/email-me,http://israel.house.gov/index.php?format=feed&amp;type=rss,RepSteveIsrael,RepSteveIsrael,,repsteveisrael,UCmhEExgsUcylb_QjqEYfsHg,I000057,1663,N00013345,,87911,400195,55440,Steve Israel,gIQAt0jCAP,20129,Steve Israel
Darrell,Issa,CA,11/1/1953,202-225-3906,http://issa.house.gov/contact/contact-me,http://issa.house.gov/feed/,DarrellIssa,darrellissa,19463427992,repdarrellissa,UCIGKQn89GEpNJ6fDhXGauyw,I000056,1640,N00007017,,90066,400196,16553,Darrell Issa,gIQAaSzFAP,20107,Darrell Issa
Sheila,Jackson Lee,TX,1/12/1950,202-225-3816,http://jacksonlee.house.gov/contact/,http://jacksonlee.house.gov/news/rss.aspx,JacksonLeeTX18,1.69E+11,1.69E+11,TX18SJL,UCi_S-mOZaEco2Zb9guf_8Iw,J000032,588,N00005818,,36819,400199,21692,,gIQAenpUAP,29573,Sheila Jackson Lee
Lynn,Jenkins,KS,6/10/1963,202-225-6601,https://lynnjenkins.house.gov/contact-me,http://lynnjenkins.house.gov/common/rss/?rss=220,RepLynnJenkins,replynnjenkins,6974973662,RepLynnJenkins,UCBW06VosGJtZ_wCyGKET5KQ,J000290,1921,N00029077,,1030550,412284,18594,Lynn Jenkins,gIQA8hpUAP,20915,Lynn Jenkins
Bill,Johnson,OH,11/10/1954,202-225-5705,http://billjohnson.house.gov/contact/default.aspx,http://billjohnson.house.gov/constituentservices/opendoorsschedule.htm,RepBillJohnson,RepBillJohnson,1.70E+14,RepBillJohnson,UCtF08Ay71haDRoJosRN2P_Q,J000292,2046,N00032088,,623472,412460,120649,Bill Johnson (Ohio),gIQAHF5YKP,21162,Bill Johnson (Ohio politician)
Eddie,Johnson,TX,12/3/1935,202-225-8885,https://ebjohnson.house.gov/contact/email-me,http://ebjohnson.house.gov/common/rss//index.cfm?rss=21,RepEBJ,CongresswomanEBJtx30,84096022067,RepEddieBJohnson,UCVKp8BtjW708H4eXJJQgUYw,J000126,599,N00008122,,23352,400204,27098,,gIQAutVSAP,39305,Eddie Bernice Johnson
Henry,Johnson,GA,10/2/1954,202-225-1605,https://hankjohnson.house.gov/contact-me/email-me,http://hankjohnson.house.gov/rss.xml,RepHankJohnson,1.15E+11,1.15E+11,RepHankJohnson,UCqMici9I7nz_i-PN7eSYjwQ,J000288,1843,N00027848,,1020576,412199,68070,"Henry C. Johnson, Jr.",gIQAC8oUAP,20712,Hank Johnson
Ron,Johnson,WI,4/8/1955,202-224-5323,http://www.ronjohnson.senate.gov/public/index.cfm/contact,http://www.ronjohnson.senate.gov/public/index.cfm/rss/feed,SenRonJohnson,senronjohnson,1.86E+14,SenatorRonJohnson,UCG9XyTVtOAs7VX_q_QVHoaw,J000293,2086,N00032546,S345,62835,412496,126217,Ron Johnson (Wisconsin),gIQAYIfTKP,41111,Ron Johnson (U.S. politician)
Sam,Johnson,TX,10/11/1930,202-225-4201,http://samjohnson.house.gov/contact/,http://samjohnson.house.gov/news/rss.aspx,SamsPressShop,RepSamJohnson,52454091867,RepSamJohnson,UCmzL7gzMX6-bgS9HNt8a8TA,J000174,603,N00008028,,18711,400206,27079,,gIQAltpUAP,29143,Sam Johnson
Walter,Jones,NC,2/10/1943,202-225-3415,https://jones.house.gov/contact-me/email-me,http://jones.house.gov/rss.xml,RepWalterJones,15083070102,15083070102,RepWalterJones,UCZdvBD1F5FXAQyJFD2aTiWA,J000255,612,N00002299,,36693,400209,21785,Walter B. Jones,gIQALhiUAP,29546,"Walter B. Jones, Jr."
Jim,Jordan,OH,2/17/1964,202-225-2676,http://jordan.house.gov/contact/,http://jordan.house.gov/news/rss.aspx,Jim_Jordan,repjimjordan,35499336459,RepJimJordan,UCPFBhS00ivPV585GlnNlyqA,J000289,1868,N00027894,,1022879,412226,8158,Jim Jordan,gIQAjcfUAP,20738,Jim Jordan (U.S. politician)
Marcy,Kaptur,OH,6/17/1946,202-225-4146,https://forms.house.gov/kaptur/webforms/issue_subscribe.shtml,http://kaptur.house.gov/index.php?format=feed&amp;type=rss,RepMarcyKaptur,RepresentativeMarcyKaptur,1.74E+14,USRepMarcyKaptur,UCIJUNf22o09nO02oQPLKQ6w,K000009,616,N00003522,,1458,400211,27016,,gIQApw7AAP,15029,Marcy Kaptur
William,Keating,MA,9/6/1952,202-225-3111,https://forms.house.gov/keating/webforms/contact.shtml,http://keating.house.gov/index.php?format=feed&amp;type=rss,USRepKeating,Congressman.Keating,1.83E+14,RepBillKeating,UC7KPV4xdxO2dms9vl6tETmg,K000375,2025,N00031933,,61856,412435,4743,,gIQA23JXKP,21140,Bill Keating (politician)
Mike,Kelly,PA,5/10/1948,202-225-5406,https://kelly.house.gov/contact-me/email-me,http://kelly.house.gov/rss.xml,MikeKellyPA,1.91E+14,1.91E+14,repmikekelly,UCoz6u3ooQxoijsWvhoQ0D-A,K000376,2051,N00031647,,62696,412465,119463,Mike Kelly,gIQAXuVWKP,21167,Mike Kelly (Pennsylvania politician)
Ron,Kind,WI,3/16/1963,202-225-5506,https://kindforms.house.gov/email-ron,http://kind.house.gov/common/rss/?rss=52,RepRonKind,repronkind,89152017954,RepRonKind,UC0_BilariURHwSHf9baGykg,K000188,1498,N00004403,,45870,400218,630,Ron Kind,gIQA0kXHAP,29769,Ron Kind
Peter,King,NY,4/5/1944,202-225-7896,https://peteking.house.gov/contact/email-me,http://peteking.house.gov/rss.xml,RepPeteKing,,,RepPeterKing,UCbyQC19DsAq01oDBfZn_diw,K000210,635,N00001193,,26487,400219,26968,Peter T. King,gIQAr6fAAP,29375,Peter T. King
Steve,King,IA,5/28/1949,202-225-4426,https://forms.house.gov/king/webforms/issue_subscribe.html,http://steveking.house.gov/index.php?format=feed&amp;type=rss,SteveKingIA,stevekingia,1.34E+14,stevekingia,UCvdJ--cxsVyght3ZDise0mw,K000362,1724,N00025237,,1003590,400220,10853,Steve King,gIQA958MAP,20325,Steve King
Adam,Kinzinger,IL,2/27/1978,202-225-3635,https://kinzinger.house.gov/email-adam,http://kinzinger.house.gov/common/rss//index.cfm?rss=49,RepKinzinger,RepKinzinger,1.88E+14,RepAdamKinzinger,UCjDHxyjndxxhjuPWyEBc7UA,K000378,2014,N00030667,,62573,412421,116559,Adam Kinzinger,gIQARqVWKP,21128,Adam Kinzinger
Mark,Kirk,IL,9/15/1959,202-224-2854,http://www.kirk.senate.gov/?p=comment_on_legislation,http://kirk.senate.gov/rss/?p=hot_topic,SenatorKirk,SenatorKirk,1.16E+14,SenatorKirk,UCJ-pgDYehtW_7VdKtNuv7EA,K000360,1647,N00012539,S339,85221,400222,33502,Mark Kirk,gIQAfhXHAP,20115,Mark Kirk
John,Kline,MN,9/6/1947,202-225-2271,http://kline.house.gov/contact/,http://kline.house.gov/common/rss/?rss=47,RepJohnKline,repjohnkline,7.70E+14,repjohnkline,UCq-OxgMJUAZEGBT8q2JT9NQ,K000363,1733,N00004436,,1003596,400224,20311,John Kline,gIQAW0U3DP,20333,John Kline (politician)
Raúl,Labrador,ID,12/8/1967,202-225-6611,https://labradorforms.house.gov/email-me,http://labrador.house.gov/common/rss//index.cfm?rss=49,Raul_Labrador,raul.r.labrador,1.81E+14,RepLabrador,UC1KKgNc0j8CoAGnWEJfhxJA,L000573,2011,N00031377,,94987,412419,57391,Raul Labrador,gIQAfl8vKP,21125,Raúl Labrador
Doug,Lamborn,CO,5/24/1954,202-225-4422,https://lambornforms.house.gov/contact-form,http://lamborn.house.gov/news-rss-graphic/news-rss-graphic/,RepDLamborn,CongressmanDougLamborn,45059452286,CongressmanLamborn,UCaYsGYMniq4nwBBMKFIwsow,L000564,1834,N00028133,,1022846,412191,2698,Doug Lamborn,gIQAN69TAP,20704,Doug Lamborn
Leonard,Lance,NJ,6/25/1952,202-225-5361,https://lance.house.gov/contact-me1,http://lance.house.gov/rss-button/rss-button/,RepLanceNJ7,CongressmanLance,1.01E+14,CongressmanLance,UCASO5iqjLfU4jo8xKKZIq8g,L000567,1936,N00000898,,1031349,412290,4443,,gIQAi49TAP,20929,Leonard Lance
James,Langevin,RI,4/22/1964,202-225-2735,https://langevin.house.gov/contact-me/email-me,http://langevin.house.gov/rss.xml,JimLangevin,CongressmanJimLangevin,6578978441,jimlangevin,UCQ1sth-7umw1k-fSVqdfRTg,L000559,1668,N00009724,,86608,400230,55787,Jim Langevin,gIQABs8MAP,20136,James Langevin
James,Lankford,OK,3/4/1968,202-224-5754,,,SenatorLankford,SenatorLankford,1.31E+14,SenatorLankford,UCz8T6sK5fEycyWmVz6Vpe5Q,L000575,2050,N00031129,S378,1033847,412464,124938,James Lankford,gIQAcjhZKP,21166,James Lankford
Rick,Larsen,WA,6/15/1965,202-225-2605,http://larsen.house.gov/contact-rick/email-rick,http://larsen.house.gov/rss.xml,RepRickLarsen,RepRickLarsen,1.36E+14,congressmanlarsen,UCMv7LsJtiyO4AJcbRux5CxQ,L000560,1675,N00009759,,86610,400232,56231,,,20145,Rick Larsen
John,Larson,CT,7/22/1948,202-225-2265,https://forms.house.gov/larson/contact_new.html,http://www.larson.house.gov/index.php?format=feed&amp;type=rss,RepJohnLarson,RepJohnLarson,6352928631,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,L000557,1583,N00000575,,36596,400233,17188,John B. Larson,gIQAmHHN9O,29908,John B. Larson
Robert,Latta,OH,4/18/1956,202-225-6405,https://latta.house.gov/contact/contactform.htm,http://latta.house.gov/news/rss.aspx,BobLatta,boblatta,1.00E+14,CongressmanBobLatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,L000566,1885,N00012233,,1028071,412256,9926,Robert E. Latta,gIQAYPcwKP,20755,Bob Latta
Patrick,Leahy,VT,3/31/1940,202-224-4242,https://www.leahy.senate.gov/contact/,http://www.leahy.senate.gov/rss/feeds/press/,SenatorLeahy,SenatorPatrickLeahy,1.79E+14,SenatorPatrickLeahy,UC46QHVobf7FO-tWehsRoDog,L000174,1383,N00009918,S057,1552,300065,53353,Patrick Leahy,gIQAQnnb9O,14307,Patrick Leahy
Barbara,Lee,CA,7/16/1946,202-225-2661,http://lee.house.gov/contact-the-office/email-me,http://lee.house.gov/rss.xml,RepBarbaraLee,RepBarbaraLee,92190287786,RepLee,UCnRgK2MXAQOUau0JXqseeNA,L000551,1501,N00008046,,54579,400237,8315,,gIQArxTS9O,29778,Barbara Lee
Mike,Lee,UT,6/4/1971,202-224-5444,http://www.lee.senate.gov/public/index.cfm/contact,http://www.lee.senate.gov/public/index.cfm/rss/feed,SenMikeLee,senatormikelee,1.78E+14,senatormikelee,UCplVxs_j_sLAt0fkplXcl4A,L000577,2080,N00031696,S346,9267977,412495,66395,Mike Lee,gIQAwTVWKP,41110,Mike Lee (U.S. politician)
Sander,Levin,MI,9/6/1931,202-225-4961,https://levin.house.gov/contact-me/email-me,http://levin.house.gov/rss.xml,RepSandyLevin,RepSandyLevin,2.24E+14,mi12yes,UCkVlSO4vhgPTgWYzY29Z7Gg,L000263,683,N00003950,,251,400238,26918,Sander Levin,gIQAv24SAP,15033,Sander Levin
John,Lewis,GA,2/21/1940,202-225-3801,https://johnlewis.house.gov/contact-me/email-me-zip,http://johnlewis.house.gov/rss.xml,RepJohnLewis,RepJohnLewis,82737208404,repjohnlewis,UC_jpkZzdyGhTBGBZ3UTNwjA,L000287,688,N00002577,,2528,400240,26820,John Lewis (Georgia),gIQAaw4SAP,15431,John Lewis (Georgia politician)
Daniel,Lipinski,IL,7/15/1966,202-225-5701,https://lipinskiforms.house.gov/contact-form,http://www.lipinski.house.gov/common/rss//index.cfm?rss=25,RepLipinski,repdanlipinski,1.03E+14,lipinski03,UC4-dyxzIODTMk1-12QPEpoQ,L000563,1781,N00027239,,1013046,400630,33692,Daniel Lipinski,gIQAJLoPMP,20508,Dan Lipinski
Frank,LoBiondo,NJ,5/12/1946,202-225-6572,https://lobiondo.house.gov/contact-me/email-me,http://lobiondo.house.gov/rss.xml,RepLoBiondo,FrankLoBiondo,,USRepFrankLoBiondo,UCXBUOE1MAEUMNIg67sivY9Q,L000554,699,N00000851,,30867,400244,21890,Frank LoBiondo,gIQA0WNqAP,29539,Frank LoBiondo
David,Loebsack,IA,12/23/1952,202-225-6576,https://loebsack.house.gov/forms/writeyourrep/,http://loebsack.house.gov/news/rss.aspx,DaveLoebsack,DaveLoebsack,2.92E+11,congressmanloebsack,UC0biZWEJAKHctxbmXfXJnOg,L000565,1846,N00027741,,1022883,412209,68964,Dave Loebsack,gIQAzr4SAP,20720,Dave Loebsack
Zoe,Lofgren,CA,12/21/1947,202-225-3072,http://lofgren.house.gov/contact/,http://lofgren.house.gov/index.php?format=feed&amp;type=rss,RepZoeLofgren,zoelofgren,2.21E+11,RepZoeLofgren,UCOaQ79adORFcaTuJZoIFuZQ,L000397,701,N00007479,,36520,400245,21899,Zoe Lofgren,gIQAi3CLAP,29504,Zoe Lofgren
Billy,Long,MO,8/11/1955,202-225-6536,https://longforms.house.gov/email-billy,http://long.house.gov/common/rss//index.cfm?rss=49,USRepLong,Rep.Billy.Long,1.40E+14,MOdistrict7,UCLQcbyxpHXXAsUJckscQY8g,L000576,2033,N00030676,,61880,412445,123401,,gIQA4szZKP,21150,Billy Long
Nita,Lowey,NY,7/5/1937,202-225-6506,https://lowey.house.gov/contact-form/,http://www.house.gov/common/rss/?rss=18,NitaLowey,RepLowey,1.58E+14,nitalowey,UCkmeBYqhbomcWNNWzQCqcbg,L000480,709,N00001024,,6110,400246,26982,Nita Lowey,gIQAWtY09O,15612,Nita Lowey
Frank,Lucas,OK,1/6/1960,202-225-5565,https://lucas.house.gov/contact-me/email-me,http://lucas.house.gov/rss.xml,RepFrankLucas,7872057395,7872057395,RepFrankLucas,UCdYZbKY8pkWAThqwC3fdVMg,L000491,711,N00005559,,35692,400247,27032,Frank D. Lucas,gIQAtwMLAP,29393,Frank Lucas (Oklahoma legislator)
Blaine,Luetkemeyer,MO,5/7/1952,202-225-2956,https://luetkemeyer.house.gov/forms/writeyourrep/,http://luetkemeyer.house.gov/news/rss.aspx,RepBlainePress,BlaineLuetkemeyer,1358702716,BLuetkemeyer,UCifiiQclKbBBrkSbCnN6REg,L000569,1931,N00030026,,1031348,412292,20400,,gIQAn2WgAP,20926,Blaine Luetkemeyer
Ben,Luján,NM,6/7/1972,202-225-6190,https://forms.house.gov/lujan/contact-form.shtml,http://lujan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,RepBenRayLujan,RepBenRayLujan,1.13E+11,Repbenraylujan,UCcO5AmF8HuJo4d0awEbst7Q,L000570,1939,N00029562,,1031351,412293,102842,,gIQAHFzTAP,20932,Ben Ray Luján
Cynthia,Lummis,WY,9/10/1954,202-225-2311,http://lummis.house.gov/contact/,http://lummis.house.gov/news/rss.aspx,CynthiaLummis,1.53E+14,1.53E+14,CynthiaLummis,UCUHix8UBq4Ha3LnKPxTtlJw,L000571,1960,N00029788,,1031365,412294,15546,Cynthia Lummis,gIQAWmVSAP,20953,Cynthia Lummis
Stephen,Lynch,MA,3/31/1955,202-225-8273,https://lynch.house.gov/contact-me/email-me,http://lynch.house.gov/rss.xml,RepStephenLynch,repstephenlynch,1.34E+14,RepLynch,UCxL4zG0YWqC5XTO4af_FOgw,L000562,1686,N00013855,,1000222,400249,4844,Stephen Lynch,gIQAMEoVBP,20119,Stephen F. Lynch
Carolyn,Maloney,NY,2/19/1946,202-225-7944,https://maloney.house.gov/contact-me/email-me,http://maloney.house.gov/rss.xml,RepMaloney,RepCarolynMaloney,3.97E+14,,,M000087,729,N00000078,,26162,400251,26978,Carolyn B. Maloney,gIQAcoKHAP,29379,Carolyn Maloney
Kenny,Marchant,TX,2/23/1951,202-225-6605,https://marchant.house.gov/contact/contactform.htm,http://marchant.house.gov/news/rss.aspx,RepKenMarchant,RepKennyMarchant,6349487899,RepKennyMarchant,UCQpnTMp5TdTRWEes8cjIfyQ,M001158,1806,N00026710,,1013059,400656,5549,,gIQAZ91QKP,20532,Kenny Marchant
Tom,Marino,PA,8/15/1952,202-225-3731,https://marino.house.gov/contact-me/email-me,http://marino.house.gov/rss.xml,RepTomMarino,1.44E+14,1.44E+14,RepMarino,UCL8AvZKY5KuPk0T7G0jv7HA,M001179,2053,N00031777,,95129,412468,119478,Tom Marino,gIQAjRiXKP,21170,Tom Marino
Edward,Markey,MA,7/11/1946,202-224-2742,http://www.markey.senate.gov/contact,,SenMarkey,EdJMarkey,6846731378,RepMarkey,UCT1ujew5yQy2uMhGrjiKHoA,M000133,735,N00000270,S369,260,400253,26900,Ed Markey,gIQAdQUz9O,14435,Ed Markey
Doris,Matsui,CA,9/25/1944,202-225-7163,https://matsui.house.gov/email-representative-matsui,http://matsui.house.gov/index.php?format=feed&amp;type=rss,DorisMatsui,doris.matsui,,RepDorisMatsui,UCSqqxVkvskHq3cY2MCbTZsw,M001163,1814,N00027459,,26602,400663,28593,,gIQAK2naKP,20538,Doris Matsui
John,McCain,AZ,8/29/1936,202-224-2235,http://www.mccain.senate.gov/public/index.cfm/contact-form,,SenJohnMcCain,johnmccain,6425923706,SenatorJohnMcCain,UC9IJssXDUaKHzwx6gW4wEoA,M000303,754,N00006424,S197,7476,300071,53270,John McCain,gIQAXQHr9O,15039,John McCain
Kevin,McCarthy,CA,1/26/1965,202-225-2915,https://kevinmccarthy.house.gov/contact/email-me,http://kevinmccarthy.house.gov/index.php?format=feed&amp;type=rss,GOPLeader,CongressmanKevinMcCarthy,51052893175,repkevinmccarthy,UCdJUZUFSLJRlUpE-91-6DsA,M001165,1833,N00028152,,85231,412190,28918,Kevin McCarthy (California),gIQA7DQW9O,20703,Kevin McCarthy (California politician)
Michael,McCaul,TX,1/14/1962,202-225-2401,https://mccaul.house.gov/contact/email-me,,RepMcCaul,michaeltmccaul,6355254859,MichaelTMcCaul,UCRw6sGE0PH7_FCeTT3PQRaA,M001157,1804,N00026460,,1013056,400654,49210,Michael McCaul,gIQAwuBTMP,20530,Michael McCaul
Tom,McClintock,CA,7/10/1956,202-225-2511,https://mcclintockforms.house.gov/forms/contact-form.shtml,http://mcclintock.house.gov/atom.xml,RepMcClintock,81125319109,81125319109,McClintockCA04,UCMh04KC4LfIzKoXh2Xws_pw,M001177,1908,N00006863,,30359,412295,9715,,gIQAr0cdKP,20903,Tom McClintock
Betty,McCollum,MN,7/12/1954,202-225-6631,https://mccollum.house.gov/contact-me/email-me,http://mccollum.house.gov/rss.xml,BettyMcCollum04,repbettymccollum,1.53E+14,,,M001143,1653,N00012942,,86670,400259,3812,Betty McCollum,gIQAukFTKP,20122,Betty McCollum
Jim,McDermott,WA,12/28/1936,202-225-3106,https://forms.house.gov/mcdermott/webforms/new/contact.shtml,http://mcdermott.house.gov/index.php?format=feed&amp;type=rss,RepJimMcDermott,CongressmanJimMcDermott,2.46E+11,RepJimMcDermott,UCaghNJXAOo8VgJMKANvN1dg,M000404,766,N00009829,,5761,400262,27128,,gIQApQvNKP,15613,Jim McDermott
James,McGovern,MA,11/20/1959,202-225-6101,https://mcgovern.house.gov/contact/email-me,http://mcgovern.house.gov/common/rss/?rss=15,RepMcGovern,RepJimMcGovern,1.48E+14,repjimmcgovern,UCpiUqp2ZF64tXqgR_EQo27g,M000312,1504,N00000179,,45976,400263,552,,gIQAZRKbKP,29729,Jim McGovern (U.S. politician)
Patrick,McHenry,NC,10/22/1975,202-225-2576,http://mchenry.house.gov/contact/zipauth.htm,http://mchenry.house.gov/news/rss.aspx,PatrickMcHenry,CongressmanMcHenry,8045519803,CongressmanMcHenry,UCY3PTRhkSH-eoltxPVZKD-w,M001156,1792,N00026627,,1007062,400644,21031,Patrick T. McHenry,gIQA70nx9O,20522,Patrick McHenry
David,McKinley,WV,3/28/1947,202-225-4172,https://mckinleyforms.house.gov/email-me,http://mckinley.house.gov/common/rss//index.cfm?rss=49,RepMcKinley,RepMcKinley,1.30E+14,RepDavidMcKinley,UCt7BWx4b8ubXa-PneAu103g,M001180,2074,N00031681,,9269013,412487,117396,David McKinley,gIQALnNUKP,21188,David McKinley
